Episode Number,Random Agent,Naïve Sarsa,"Sarsa, Space Discretized","Sarsa, Space Discretized, Noisy Observation",Deep Q-Network,"Deep Q-Network, Noisy Observation",Dueling Deep Q-Network,"Dueling Deep Q-Network, Noisy Observation",REINFORCE,"REINFORCE, Noisy Observation"
6798,-1.93E+02,-9.37E+01,-6.62E+01,-1.38E+02,,,,,,
6799,-1.93E+02,-9.40E+01,-6.63E+01,-1.38E+02,,,,,,
6800,-1.92E+02,-9.37E+01,-6.63E+01,-1.39E+02,,,,,,
6801,-1.93E+02,-9.34E+01,-6.76E+01,-1.39E+02,,,,,,
6802,-1.95E+02,-9.42E+01,-6.95E+01,-1.38E+02,,,,,,
6803,-1.96E+02,-9.69E+01,-6.81E+01,-1.38E+02,,,,,,
6804,-1.95E+02,-9.67E+01,-6.62E+01,-1.36E+02,,,,,,
6805,-1.94E+02,-9.61E+01,-6.59E+01,-1.37E+02,,,,,,
6806,-1.94E+02,-9.63E+01,-6.57E+01,-1.40E+02,,,,,,
6807,-1.96E+02,-9.51E+01,-6.52E+01,-1.41E+02,,,,,,
6808,-1.98E+02,-9.58E+01,-6.47E+01,-1.41E+02,,,,,,
6809,-1.98E+02,-9.24E+01,-6.40E+01,-1.41E+02,,,,,,
6810,-1.96E+02,-9.19E+01,-6.28E+01,-1.41E+02,,,,,,
6811,-1.99E+02,-9.10E+01,-6.19E+01,-1.41E+02,,,,,,
6812,-1.98E+02,-9.21E+01,-6.22E+01,-1.40E+02,,,,,,
6813,-1.98E+02,-9.30E+01,-6.30E+01,-1.40E+02,,,,,,
6814,-1.97E+02,-9.23E+01,-6.27E+01,-1.40E+02,,,,,,
6815,-1.98E+02,-9.30E+01,-6.22E+01,-1.40E+02,,,,,,
6816,-1.97E+02,-9.52E+01,-6.22E+01,-1.40E+02,,,,,,
6817,-1.96E+02,-9.47E+01,-6.28E+01,-1.40E+02,,,,,,
6818,-1.96E+02,-9.58E+01,-6.33E+01,-1.40E+02,,,,,,
6819,-1.99E+02,-9.71E+01,-6.28E+01,-1.40E+02,,,,,,
6820,-2.01E+02,-9.97E+01,-6.09E+01,-1.38E+02,,,,,,
6821,-2.01E+02,-1.01E+02,-6.13E+01,-1.38E+02,,,,,,
6822,-2.03E+02,-1.01E+02,-6.18E+01,-1.39E+02,,,,,,
6823,-2.02E+02,-1.02E+02,-6.19E+01,-1.38E+02,,,,,,
6824,-2.02E+02,-9.97E+01,-6.21E+01,-1.38E+02,,,,,,
6825,-2.05E+02,-9.95E+01,-6.29E+01,-1.38E+02,,,,,,
6826,-2.03E+02,-1.00E+02,-6.34E+01,-1.38E+02,,,,,,
6827,-2.00E+02,-1.00E+02,-6.43E+01,-1.38E+02,,,,,,
6828,-2.01E+02,-1.00E+02,-6.46E+01,-1.38E+02,,,,,,
6829,-2.02E+02,-1.02E+02,-6.57E+01,-1.38E+02,,,,,,
6830,-2.02E+02,-9.98E+01,-6.83E+01,-1.38E+02,,,,,,
6831,-2.01E+02,-1.00E+02,-6.80E+01,-1.39E+02,,,,,,
6832,-2.04E+02,-9.78E+01,-6.79E+01,-1.39E+02,,,,,,
6833,-2.05E+02,-9.74E+01,-6.83E+01,-1.39E+02,,,,,,
6834,-2.07E+02,-9.39E+01,-6.81E+01,-1.39E+02,,,,,,
6835,-2.06E+02,-9.39E+01,-6.81E+01,-1.39E+02,,,,,,
6836,-2.08E+02,-9.42E+01,-6.86E+01,-1.39E+02,,,,,,
6837,-2.10E+02,-9.35E+01,-6.92E+01,-1.39E+02,,,,,,
6838,-2.10E+02,-9.28E+01,-7.11E+01,-1.40E+02,,,,,,
6839,-2.10E+02,-9.50E+01,-6.98E+01,-1.40E+02,,,,,,
6840,-2.08E+02,-9.20E+01,-7.03E+01,-1.38E+02,,,,,,
6841,-2.07E+02,-9.48E+01,-6.79E+01,-1.39E+02,,,,,,
6842,-2.03E+02,-9.53E+01,-6.75E+01,-1.40E+02,,,,,,
6843,-2.04E+02,-9.57E+01,-6.69E+01,-1.39E+02,,,,,,
6844,-2.01E+02,-9.60E+01,-6.69E+01,-1.40E+02,,,,,,
6845,-2.03E+02,-9.48E+01,-6.68E+01,-1.40E+02,,,,,,
6846,-2.03E+02,-9.50E+01,-6.67E+01,-1.40E+02,,,,,,
6847,-2.02E+02,-9.37E+01,-6.70E+01,-1.40E+02,,,,,,
6848,-2.02E+02,-9.38E+01,-6.74E+01,-1.39E+02,,,,,,
6849,-2.00E+02,-9.11E+01,-6.83E+01,-1.40E+02,,,,,,
6850,-2.02E+02,-9.17E+01,-6.89E+01,-1.39E+02,,,,,,
6851,-2.03E+02,-9.02E+01,-6.87E+01,-1.39E+02,,,,,,
6852,-2.05E+02,-8.94E+01,-6.96E+01,-1.40E+02,,,,,,
6853,-2.02E+02,-9.14E+01,-6.98E+01,-1.40E+02,,,,,,
6854,-2.03E+02,-9.23E+01,-6.96E+01,-1.40E+02,,,,,,
6855,-2.03E+02,-9.17E+01,-6.92E+01,-1.41E+02,,,,,,
6856,-2.04E+02,-9.31E+01,-6.98E+01,-1.41E+02,,,,,,
6857,-2.06E+02,-9.47E+01,-6.77E+01,-1.41E+02,,,,,,
6858,-2.06E+02,-9.57E+01,-6.82E+01,-1.41E+02,,,,,,
6859,-2.05E+02,-9.71E+01,-6.89E+01,-1.41E+02,,,,,,
6860,-2.05E+02,-9.54E+01,-7.07E+01,-1.41E+02,,,,,,
6861,-2.07E+02,-9.35E+01,-7.11E+01,-1.41E+02,,,,,,
6862,-2.09E+02,-9.30E+01,-7.23E+01,-1.41E+02,,,,,,
6863,-2.08E+02,-9.47E+01,-7.24E+01,-1.40E+02,,,,,,
6864,-2.10E+02,-9.56E+01,-7.22E+01,-1.40E+02,,,,,,
6865,-2.08E+02,-9.68E+01,-7.24E+01,-1.41E+02,,,,,,
6866,-2.08E+02,-9.64E+01,-7.23E+01,-1.40E+02,,,,,,
6867,-2.06E+02,-9.65E+01,-7.37E+01,-1.40E+02,,,,,,
6868,-2.07E+02,-9.77E+01,-7.38E+01,-1.40E+02,,,,,,
6869,-2.07E+02,-9.66E+01,-7.47E+01,-1.40E+02,,,,,,
6870,-2.07E+02,-9.63E+01,-7.57E+01,-1.41E+02,,,,,,
6871,-2.04E+02,-1.01E+02,-7.52E+01,-1.42E+02,,,,,,
6872,-2.06E+02,-1.00E+02,-7.36E+01,-1.42E+02,,,,,,
6873,-2.05E+02,-1.02E+02,-7.41E+01,-1.42E+02,,,,,,
6874,-2.05E+02,-1.04E+02,-7.56E+01,-1.42E+02,,,,,,
6875,-2.03E+02,-1.06E+02,-7.46E+01,-1.41E+02,,,,,,
6876,-2.05E+02,-1.06E+02,-7.55E+01,-1.42E+02,,,,,,
6877,-2.04E+02,-1.07E+02,-7.56E+01,-1.41E+02,,,,,,
6878,-2.03E+02,-1.07E+02,-7.41E+01,-1.42E+02,,,,,,
6879,-2.04E+02,-1.08E+02,-7.40E+01,-1.41E+02,,,,,,
6880,-2.04E+02,-1.07E+02,-7.33E+01,-1.41E+02,,,,,,
6881,-2.06E+02,-1.08E+02,-7.25E+01,-1.40E+02,,,,,,
6882,-2.03E+02,-1.06E+02,-7.29E+01,-1.40E+02,,,,,,
6883,-2.04E+02,-1.06E+02,-7.29E+01,-1.39E+02,,,,,,
6884,-2.06E+02,-1.07E+02,-7.47E+01,-1.39E+02,,,,,,
6885,-2.06E+02,-1.07E+02,-7.77E+01,-1.39E+02,,,,,,
6886,-2.07E+02,-1.06E+02,-7.81E+01,-1.38E+02,,,,,,
6887,-2.08E+02,-1.06E+02,-7.80E+01,-1.39E+02,,,,,,
6888,-2.08E+02,-1.06E+02,-7.68E+01,-1.40E+02,,,,,,
6889,-2.09E+02,-1.06E+02,-7.72E+01,-1.40E+02,,,,,,
6890,-2.08E+02,-1.06E+02,-7.66E+01,-1.41E+02,,,,,,
6891,-2.09E+02,-1.06E+02,-7.55E+01,-1.37E+02,,,,,,
6892,-2.09E+02,-1.06E+02,-7.50E+01,-1.38E+02,,,,,,
6893,-2.08E+02,-1.06E+02,-7.46E+01,-1.39E+02,,,,,,
6894,-2.09E+02,-1.05E+02,-7.58E+01,-1.39E+02,,,,,,
6895,-2.12E+02,-1.03E+02,-7.54E+01,-1.38E+02,,,,,,
6896,-2.09E+02,-1.04E+02,-7.51E+01,-1.38E+02,,,,,,
6897,-2.09E+02,-1.05E+02,-7.53E+01,-1.38E+02,,,,,,
6898,-2.05E+02,-1.06E+02,-7.51E+01,-1.39E+02,,,,,,
6899,-2.06E+02,-1.07E+02,-7.50E+01,-1.39E+02,,,,,,
6900,-2.08E+02,-1.09E+02,-7.58E+01,-1.39E+02,,,,,,
6901,-2.08E+02,-1.10E+02,-7.60E+01,-1.39E+02,,,,,,
6902,-2.08E+02,-1.09E+02,-7.49E+01,-1.38E+02,,,,,,
6903,-2.06E+02,-1.07E+02,-7.45E+01,-1.39E+02,,,,,,
6904,-2.06E+02,-1.06E+02,-7.47E+01,-1.39E+02,,,,,,
6905,-2.06E+02,-1.08E+02,-7.58E+01,-1.38E+02,,,,,,
6906,-2.04E+02,-1.06E+02,-7.57E+01,-1.35E+02,,,,,,
6907,-2.03E+02,-1.06E+02,-7.44E+01,-1.34E+02,,,,,,
6908,-2.02E+02,-1.06E+02,-7.40E+01,-1.34E+02,,,,,,
6909,-2.03E+02,-1.10E+02,-7.40E+01,-1.35E+02,,,,,,
6910,-2.02E+02,-1.12E+02,-7.41E+01,-1.34E+02,,,,,,
6911,-1.98E+02,-1.11E+02,-7.45E+01,-1.34E+02,,,,,,
6912,-2.01E+02,-1.11E+02,-7.34E+01,-1.34E+02,,,,,,
6913,-2.01E+02,-1.09E+02,-7.31E+01,-1.34E+02,,,,,,
6914,-2.02E+02,-1.10E+02,-7.55E+01,-1.35E+02,,,,,,
6915,-2.02E+02,-1.10E+02,-7.52E+01,-1.34E+02,,,,,,
6916,-2.02E+02,-1.11E+02,-7.76E+01,-1.33E+02,,,,,,
6917,-2.02E+02,-1.11E+02,-7.58E+01,-1.33E+02,,,,,,
6918,-2.02E+02,-1.10E+02,-7.60E+01,-1.33E+02,,,,,,
6919,-2.01E+02,-1.10E+02,-7.66E+01,-1.33E+02,,,,,,
6920,-2.02E+02,-1.08E+02,-7.82E+01,-1.33E+02,,,,,,
6921,-2.02E+02,-1.08E+02,-7.85E+01,-1.33E+02,,,,,,
6922,-2.01E+02,-1.08E+02,-7.75E+01,-1.33E+02,,,,,,
6923,-2.00E+02,-1.08E+02,-7.81E+01,-1.34E+02,,,,,,
6924,-2.03E+02,-1.08E+02,-7.73E+01,-1.34E+02,,,,,,
6925,-2.01E+02,-1.06E+02,-7.74E+01,-1.34E+02,,,,,,
6926,-2.01E+02,-1.06E+02,-7.61E+01,-1.34E+02,,,,,,
6927,-2.01E+02,-1.06E+02,-7.58E+01,-1.34E+02,,,,,,
6928,-2.01E+02,-1.07E+02,-7.63E+01,-1.34E+02,,,,,,
6929,-1.98E+02,-1.05E+02,-7.60E+01,-1.34E+02,,,,,,
6930,-1.99E+02,-1.06E+02,-7.32E+01,-1.33E+02,,,,,,
6931,-2.00E+02,-1.06E+02,-7.30E+01,-1.33E+02,,,,,,
6932,-1.99E+02,-1.10E+02,-7.38E+01,-1.33E+02,,,,,,
6933,-1.98E+02,-1.11E+02,-7.32E+01,-1.33E+02,,,,,,
6934,-1.96E+02,-1.13E+02,-7.34E+01,-1.34E+02,,,,,,
6935,-1.94E+02,-1.14E+02,-7.34E+01,-1.35E+02,,,,,,
6936,-1.93E+02,-1.13E+02,-7.29E+01,-1.35E+02,,,,,,
6937,-1.95E+02,-1.14E+02,-7.19E+01,-1.36E+02,,,,,,
6938,-1.97E+02,-1.15E+02,-7.25E+01,-1.36E+02,,,,,,
6939,-1.97E+02,-1.13E+02,-7.21E+01,-1.37E+02,,,,,,
6940,-2.00E+02,-1.14E+02,-7.09E+01,-1.38E+02,,,,,,
6941,-2.03E+02,-1.11E+02,-7.23E+01,-1.37E+02,,,,,,
6942,-2.03E+02,-1.10E+02,-7.17E+01,-1.36E+02,,,,,,
6943,-2.00E+02,-1.10E+02,-7.25E+01,-1.36E+02,,,,,,
6944,-2.01E+02,-1.11E+02,-7.25E+01,-1.36E+02,,,,,,
6945,-2.01E+02,-1.11E+02,-7.36E+01,-1.36E+02,,,,,,
6946,-2.01E+02,-1.13E+02,-7.50E+01,-1.36E+02,,,,,,
6947,-2.02E+02,-1.12E+02,-7.55E+01,-1.36E+02,,,,,,
6948,-1.99E+02,-1.14E+02,-7.51E+01,-1.37E+02,,,,,,
6949,-1.99E+02,-1.14E+02,-7.45E+01,-1.36E+02,,,,,,
6950,-1.98E+02,-1.14E+02,-7.42E+01,-1.36E+02,,,,,,
6951,-1.96E+02,-1.15E+02,-7.51E+01,-1.36E+02,,,,,,
6952,-1.98E+02,-1.15E+02,-7.37E+01,-1.36E+02,,,,,,
6953,-1.99E+02,-1.12E+02,-7.44E+01,-1.36E+02,,,,,,
6954,-1.97E+02,-1.11E+02,-7.41E+01,-1.36E+02,,,,,,
6955,-1.97E+02,-1.12E+02,-7.41E+01,-1.36E+02,,,,,,
6956,-1.96E+02,-1.09E+02,-7.38E+01,-1.35E+02,,,,,,
6957,-1.94E+02,-1.08E+02,-7.42E+01,-1.37E+02,,,,,,
6958,-1.95E+02,-1.07E+02,-7.14E+01,-1.36E+02,,,,,,
6959,-1.92E+02,-1.05E+02,-7.11E+01,-1.37E+02,,,,,,
6960,-1.93E+02,-1.05E+02,-6.95E+01,-1.37E+02,,,,,,
6961,-1.90E+02,-1.06E+02,-6.89E+01,-1.38E+02,,,,,,
6962,-1.90E+02,-1.06E+02,-6.94E+01,-1.38E+02,,,,,,
6963,-1.93E+02,-1.04E+02,-6.88E+01,-1.38E+02,,,,,,
6964,-1.90E+02,-1.05E+02,-6.90E+01,-1.38E+02,,,,,,
6965,-1.93E+02,-1.05E+02,-6.93E+01,-1.38E+02,,,,,,
6966,-1.93E+02,-1.05E+02,-6.97E+01,-1.38E+02,,,,,,
6967,-1.95E+02,-1.07E+02,-7.06E+01,-1.37E+02,,,,,,
6968,-1.91E+02,-1.06E+02,-7.08E+01,-1.38E+02,,,,,,
6969,-1.90E+02,-1.06E+02,-6.99E+01,-1.37E+02,,,,,,
6970,-1.89E+02,-1.07E+02,-6.82E+01,-1.36E+02,,,,,,
6971,-1.89E+02,-1.03E+02,-6.82E+01,-1.36E+02,,,,,,
6972,-1.88E+02,-1.02E+02,-6.97E+01,-1.35E+02,,,,,,
6973,-1.87E+02,-1.02E+02,-6.88E+01,-1.35E+02,,,,,,
6974,-1.86E+02,-1.03E+02,-6.78E+01,-1.35E+02,,,,,,
6975,-1.86E+02,-1.02E+02,-6.80E+01,-1.35E+02,,,,,,
6976,-1.83E+02,-1.02E+02,-6.73E+01,-1.34E+02,,,,,,
6977,-1.86E+02,-1.01E+02,-6.67E+01,-1.34E+02,,,,,,
6978,-1.86E+02,-1.01E+02,-6.74E+01,-1.34E+02,,,,,,
6979,-1.85E+02,-1.01E+02,-6.75E+01,-1.35E+02,,,,,,
6980,-1.89E+02,-1.03E+02,-6.87E+01,-1.35E+02,,,,,,
6981,-1.87E+02,-1.02E+02,-6.80E+01,-1.35E+02,,,,,,
6982,-1.89E+02,-1.02E+02,-6.76E+01,-1.35E+02,,,,,,
6983,-1.91E+02,-1.02E+02,-6.94E+01,-1.36E+02,,,,,,
6984,-1.89E+02,-1.02E+02,-6.76E+01,-1.35E+02,,,,,,
6985,-1.91E+02,-1.02E+02,-6.35E+01,-1.35E+02,,,,,,
6986,-1.90E+02,-1.03E+02,-6.31E+01,-1.36E+02,,,,,,
6987,-1.89E+02,-1.02E+02,-6.21E+01,-1.36E+02,,,,,,
6988,-1.89E+02,-1.04E+02,-6.22E+01,-1.34E+02,,,,,,
6989,-1.87E+02,-1.04E+02,-6.18E+01,-1.36E+02,,,,,,
6990,-1.87E+02,-1.03E+02,-6.18E+01,-1.36E+02,,,,,,
6991,-1.86E+02,-1.03E+02,-6.20E+01,-1.38E+02,,,,,,
6992,-1.85E+02,-1.02E+02,-6.44E+01,-1.37E+02,,,,,,
6993,-1.84E+02,-1.03E+02,-6.47E+01,-1.37E+02,,,,,,
6994,-1.84E+02,-1.02E+02,-6.30E+01,-1.37E+02,,,,,,
6995,-1.82E+02,-1.02E+02,-6.32E+01,-1.37E+02,,,,,,
6996,-1.83E+02,-1.01E+02,-6.36E+01,-1.38E+02,,,,,,
6997,-1.82E+02,-1.01E+02,-6.36E+01,-1.38E+02,,,,,,
6998,-1.84E+02,-1.02E+02,-6.42E+01,-1.38E+02,,,,,,
6999,-1.83E+02,-1.01E+02,-6.37E+01,-1.38E+02,,,,,,
7000,-1.81E+02,-9.79E+01,-6.23E+01,-1.37E+02,,,,,,
7001,-1.81E+02,-9.69E+01,-6.14E+01,-1.37E+02,,,,,,
7002,-1.81E+02,-9.66E+01,-6.06E+01,-1.37E+02,,,,,,
7003,-1.84E+02,-9.62E+01,-6.18E+01,-1.37E+02,,,,,,
7004,-1.85E+02,-9.59E+01,-6.15E+01,-1.37E+02,,,,,,
7005,-1.85E+02,-9.56E+01,-6.05E+01,-1.37E+02,,,,,,
7006,-1.85E+02,-9.56E+01,-6.03E+01,-1.37E+02,,,,,,
7007,-1.84E+02,-9.56E+01,-6.25E+01,-1.37E+02,,,,,,
7008,-1.86E+02,-9.44E+01,-6.31E+01,-1.37E+02,,,,,,
7009,-1.85E+02,-9.33E+01,-6.31E+01,-1.38E+02,,,,,,
7010,-1.84E+02,-9.23E+01,-6.33E+01,-1.36E+02,,,,,,
7011,-1.85E+02,-9.36E+01,-6.22E+01,-1.37E+02,,,,,,
7012,-1.86E+02,-9.11E+01,-6.29E+01,-1.37E+02,,,,,,
7013,-1.86E+02,-9.18E+01,-6.35E+01,-1.37E+02,,,,,,
7014,-1.85E+02,-9.20E+01,-6.04E+01,-1.37E+02,,,,,,
7015,-1.84E+02,-9.13E+01,-6.09E+01,-1.37E+02,,,,,,
7016,-1.82E+02,-9.01E+01,-5.82E+01,-1.38E+02,,,,,,
7017,-1.85E+02,-9.01E+01,-5.93E+01,-1.38E+02,,,,,,
7018,-1.83E+02,-8.95E+01,-5.84E+01,-1.38E+02,,,,,,
7019,-1.83E+02,-8.81E+01,-5.81E+01,-1.38E+02,,,,,,
7020,-1.79E+02,-8.87E+01,-5.73E+01,-1.38E+02,,,,,,
7021,-1.76E+02,-8.67E+01,-5.64E+01,-1.38E+02,,,,,,
7022,-1.76E+02,-8.74E+01,-5.68E+01,-1.37E+02,,,,,,
7023,-1.79E+02,-8.84E+01,-5.77E+01,-1.36E+02,,,,,,
7024,-1.80E+02,-8.92E+01,-5.82E+01,-1.36E+02,,,,,,
7025,-1.80E+02,-8.99E+01,-5.76E+01,-1.36E+02,,,,,,
7026,-1.79E+02,-8.91E+01,-5.82E+01,-1.35E+02,,,,,,
7027,-1.78E+02,-8.88E+01,-5.85E+01,-1.36E+02,,,,,,
7028,-1.78E+02,-8.96E+01,-5.75E+01,-1.37E+02,,,,,,
7029,-1.77E+02,-8.87E+01,-5.74E+01,-1.37E+02,,,,,,
7030,-1.77E+02,-8.84E+01,-5.92E+01,-1.38E+02,,,,,,
7031,-1.76E+02,-8.87E+01,-5.95E+01,-1.37E+02,,,,,,
7032,-1.75E+02,-8.56E+01,-5.87E+01,-1.37E+02,,,,,,
7033,-1.75E+02,-8.63E+01,-5.90E+01,-1.37E+02,,,,,,
7034,-1.76E+02,-8.48E+01,-6.05E+01,-1.38E+02,,,,,,
7035,-1.79E+02,-8.47E+01,-6.12E+01,-1.37E+02,,,,,,
7036,-1.77E+02,-8.64E+01,-6.15E+01,-1.36E+02,,,,,,
7037,-1.73E+02,-8.59E+01,-6.14E+01,-1.35E+02,,,,,,
7038,-1.71E+02,-8.71E+01,-6.17E+01,-1.36E+02,,,,,,
7039,-1.71E+02,-8.59E+01,-6.09E+01,-1.35E+02,,,,,,
7040,-1.68E+02,-8.66E+01,-6.11E+01,-1.35E+02,,,,,,
7041,-1.68E+02,-8.87E+01,-6.09E+01,-1.36E+02,,,,,,
7042,-1.68E+02,-9.03E+01,-6.08E+01,-1.36E+02,,,,,,
7043,-1.70E+02,-9.10E+01,-6.04E+01,-1.35E+02,,,,,,
7044,-1.70E+02,-8.99E+01,-6.00E+01,-1.35E+02,,,,,,
7045,-1.68E+02,-8.93E+01,-5.84E+01,-1.35E+02,,,,,,
7046,-1.68E+02,-8.82E+01,-5.71E+01,-1.35E+02,,,,,,
7047,-1.68E+02,-8.88E+01,-5.75E+01,-1.34E+02,,,,,,
7048,-1.68E+02,-8.86E+01,-5.80E+01,-1.35E+02,,,,,,
7049,-1.68E+02,-8.79E+01,-5.88E+01,-1.35E+02,,,,,,
7050,-1.68E+02,-8.87E+01,-5.99E+01,-1.35E+02,,,,,,
7051,-1.68E+02,-8.84E+01,-5.93E+01,-1.35E+02,,,,,,
7052,-1.68E+02,-8.86E+01,-6.04E+01,-1.35E+02,,,,,,
7053,-1.67E+02,-8.80E+01,-5.91E+01,-1.35E+02,,,,,,
7054,-1.67E+02,-8.76E+01,-5.89E+01,-1.36E+02,,,,,,
7055,-1.70E+02,-9.00E+01,-5.89E+01,-1.35E+02,,,,,,
7056,-1.70E+02,-8.96E+01,-5.85E+01,-1.35E+02,,,,,,
7057,-1.71E+02,-9.03E+01,-5.82E+01,-1.33E+02,,,,,,
7058,-1.71E+02,-9.05E+01,-6.10E+01,-1.34E+02,,,,,,
7059,-1.71E+02,-9.13E+01,-6.14E+01,-1.34E+02,,,,,,
7060,-1.71E+02,-9.30E+01,-6.09E+01,-1.35E+02,,,,,,
7061,-1.72E+02,-9.20E+01,-6.10E+01,-1.35E+02,,,,,,
7062,-1.70E+02,-9.17E+01,-5.99E+01,-1.34E+02,,,,,,
7063,-1.71E+02,-9.18E+01,-6.04E+01,-1.35E+02,,,,,,
7064,-1.71E+02,-9.02E+01,-6.08E+01,-1.35E+02,,,,,,
7065,-1.68E+02,-9.15E+01,-6.07E+01,-1.35E+02,,,,,,
7066,-1.69E+02,-9.18E+01,-6.08E+01,-1.35E+02,,,,,,
7067,-1.67E+02,-9.09E+01,-5.83E+01,-1.35E+02,,,,,,
7068,-1.67E+02,-9.17E+01,-5.78E+01,-1.35E+02,,,,,,
7069,-1.68E+02,-9.26E+01,-5.74E+01,-1.33E+02,,,,,,
7070,-1.69E+02,-9.22E+01,-5.97E+01,-1.35E+02,,,,,,
7071,-1.69E+02,-9.10E+01,-6.13E+01,-1.35E+02,,,,,,
7072,-1.69E+02,-9.18E+01,-6.15E+01,-1.35E+02,,,,,,
7073,-1.68E+02,-9.33E+01,-6.18E+01,-1.35E+02,,,,,,
7074,-1.70E+02,-9.24E+01,-6.13E+01,-1.35E+02,,,,,,
7075,-1.71E+02,-9.19E+01,-6.07E+01,-1.35E+02,,,,,,
7076,-1.70E+02,-9.19E+01,-6.13E+01,-1.36E+02,,,,,,
7077,-1.68E+02,-9.12E+01,-6.15E+01,-1.36E+02,,,,,,
7078,-1.67E+02,-9.32E+01,-6.22E+01,-1.36E+02,,,,,,
7079,-1.68E+02,-9.31E+01,-6.23E+01,-1.36E+02,,,,,,
7080,-1.64E+02,-9.08E+01,-6.19E+01,-1.37E+02,,,,,,
7081,-1.66E+02,-9.11E+01,-6.18E+01,-1.36E+02,,,,,,
7082,-1.65E+02,-9.13E+01,-6.15E+01,-1.37E+02,,,,,,
7083,-1.63E+02,-9.26E+01,-6.02E+01,-1.37E+02,,,,,,
7084,-1.64E+02,-9.24E+01,-6.06E+01,-1.37E+02,,,,,,
7085,-1.62E+02,-9.12E+01,-6.15E+01,-1.37E+02,,,,,,
7086,-1.62E+02,-9.09E+01,-6.22E+01,-1.37E+02,,,,,,
7087,-1.63E+02,-9.14E+01,-6.20E+01,-1.38E+02,,,,,,
7088,-1.65E+02,-9.14E+01,-6.23E+01,-1.38E+02,,,,,,
7089,-1.66E+02,-9.09E+01,-6.19E+01,-1.36E+02,,,,,,
7090,-1.66E+02,-9.18E+01,-6.29E+01,-1.36E+02,,,,,,
7091,-1.68E+02,-9.28E+01,-6.32E+01,-1.35E+02,,,,,,
7092,-1.68E+02,-9.33E+01,-6.01E+01,-1.36E+02,,,,,,
7093,-1.69E+02,-9.26E+01,-6.06E+01,-1.36E+02,,,,,,
7094,-1.68E+02,-9.49E+01,-6.05E+01,-1.36E+02,,,,,,
7095,-1.68E+02,-9.70E+01,-6.07E+01,-1.36E+02,,,,,,
7096,-1.66E+02,-9.84E+01,-5.98E+01,-1.35E+02,,,,,,
7097,-1.68E+02,-9.98E+01,-5.95E+01,-1.35E+02,,,,,,
7098,-1.66E+02,-1.00E+02,-6.05E+01,-1.35E+02,,,,,,
7099,-1.68E+02,-9.94E+01,-6.32E+01,-1.35E+02,,,,,,
7100,-1.67E+02,-9.96E+01,-6.39E+01,-1.36E+02,,,,,,
7101,-1.66E+02,-1.00E+02,-6.38E+01,-1.34E+02,,,,,,
7102,-1.63E+02,-1.00E+02,-6.25E+01,-1.34E+02,,,,,,
7103,-1.61E+02,-1.02E+02,-6.16E+01,-1.34E+02,,,,,,
7104,-1.62E+02,-1.02E+02,-6.16E+01,-1.34E+02,,,,,,
7105,-1.62E+02,-1.03E+02,-6.12E+01,-1.34E+02,,,,,,
7106,-1.62E+02,-1.03E+02,-6.12E+01,-1.35E+02,,,,,,
7107,-1.61E+02,-1.03E+02,-5.88E+01,-1.34E+02,,,,,,
7108,-1.61E+02,-1.05E+02,-5.88E+01,-1.34E+02,,,,,,
7109,-1.65E+02,-1.06E+02,-5.88E+01,-1.33E+02,,,,,,
7110,-1.65E+02,-1.05E+02,-5.94E+01,-1.35E+02,,,,,,
7111,-1.64E+02,-1.03E+02,-5.93E+01,-1.35E+02,,,,,,
7112,-1.63E+02,-1.03E+02,-6.01E+01,-1.34E+02,,,,,,
7113,-1.61E+02,-1.05E+02,-5.92E+01,-1.34E+02,,,,,,
7114,-1.62E+02,-1.03E+02,-5.94E+01,-1.34E+02,,,,,,
7115,-1.65E+02,-1.02E+02,-6.04E+01,-1.34E+02,,,,,,
7116,-1.65E+02,-1.03E+02,-6.06E+01,-1.34E+02,,,,,,
7117,-1.63E+02,-1.05E+02,-6.26E+01,-1.34E+02,,,,,,
7118,-1.63E+02,-1.08E+02,-6.25E+01,-1.34E+02,,,,,,
7119,-1.64E+02,-1.08E+02,-6.25E+01,-1.34E+02,,,,,,
7120,-1.66E+02,-1.08E+02,-6.23E+01,-1.34E+02,,,,,,
7121,-1.66E+02,-1.07E+02,-6.33E+01,-1.34E+02,,,,,,
7122,-1.67E+02,-1.09E+02,-6.28E+01,-1.35E+02,,,,,,
7123,-1.65E+02,-1.07E+02,-6.08E+01,-1.36E+02,,,,,,
7124,-1.62E+02,-1.06E+02,-6.09E+01,-1.36E+02,,,,,,
7125,-1.61E+02,-1.06E+02,-6.08E+01,-1.37E+02,,,,,,
7126,-1.61E+02,-1.06E+02,-6.00E+01,-1.38E+02,,,,,,
7127,-1.65E+02,-1.06E+02,-5.95E+01,-1.37E+02,,,,,,
7128,-1.66E+02,-1.05E+02,-6.02E+01,-1.36E+02,,,,,,
7129,-1.67E+02,-1.05E+02,-6.01E+01,-1.36E+02,,,,,,
7130,-1.69E+02,-1.05E+02,-5.80E+01,-1.36E+02,,,,,,
7131,-1.68E+02,-1.05E+02,-5.84E+01,-1.37E+02,,,,,,
7132,-1.70E+02,-1.05E+02,-5.99E+01,-1.37E+02,,,,,,
7133,-1.73E+02,-1.05E+02,-6.23E+01,-1.36E+02,,,,,,
7134,-1.74E+02,-1.05E+02,-6.05E+01,-1.36E+02,,,,,,
